AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA,Causas
2019,47675,Salamina,47,Magdalena,3794,Magdalena (ETC),2299,84.3,84.3,66.49,78.3,73.2,39.47,96.69,104.19,93.67,107.84,78.16,,,5.55,14.57,3.66,6.58,2.03,90.22,85.43,91.69,87.5,97.15,4.22,0.0,4.66,5.92,0.81,1.42,0.0,1.44,2.24,0.0,Sin acceso a computadoras
2019,47660,Sabanas de San Angel,47,Magdalena,3794,Magdalena (ETC),4342,101.31,101.29,71.54,89.86,53.35,26.52,137.77,183.03,143.37,131.29,109.3,,,2.16,1.03,2.42,2.02,2.95,96.12,98.97,94.73,97.67,95.17,1.71,0.0,2.85,0.31,1.88,1.26,3.09,1.29,0.54,0.27,Sin acceso a computadoras
2019,47605,Remolino,47,Magdalena,3794,Magdalena (ETC),2546,62.57,62.57,55.66,52.45,45.8,25.12,73.96,123.08,72.43,71.22,57.07,,,1.32,0.74,1.15,2.11,0.6,97.02,99.26,95.15,97.89,99.4,1.66,0.0,3.7,0.0,0.0,4.64,4.41,5.62,4.21,1.8,Sin acceso a computadoras
2019,47570,Puebloviejo,47,Magdalena,3794,Magdalena (ETC),7738,80.18,80.18,52.66,78.98,54.09,24.59,95.96,114.35,106.36,96.28,57.31,,,4.39,7.02,3.4,5.8,1.44,91.23,92.98,93.21,86.45,94.77,4.39,0.0,3.4,7.75,3.78,3.01,0.39,3.1,4.42,0.72,Sin acceso a computadoras
2019,47555,Plato,47,Magdalena,3794,Magdalena (ETC),15528,91.18,91.13,53.67,87.08,60.03,28.59,112.86,122.86,127.92,107.93,78.65,,,3.22,2.76,2.69,4.45,2.61,94.89,96.59,95.29,93.15,96.52,1.89,0.66,2.02,2.4,0.87,1.3,3.28,1.43,0.75,0.08,Sin acceso a computadoras
2019,47551,Pivijay,47,Magdalena,3794,Magdalena (ETC),8644,98.83,98.79,63.1,95.46,67.34,36.21,117.55,116.46,132.28,115.48,83.42,,,4.2,7.04,3.98,4.03,3.39,93.15,92.96,93.71,91.78,95.36,2.65,0.0,2.32,4.19,1.24,3.44,5.58,3.68,3.36,0.79,Sin acceso a computadoras
2019,47545,Pijiño del Carmen,47,Magdalena,3794,Magdalena (ETC),3402,111.73,111.73,62.13,101.42,76.84,44.9,141.27,135.22,143.53,147.4,124.9,,,5.05,4.67,2.6,7.63,9.44,90.43,93.86,93.22,85.5,89.03,4.52,1.47,4.18,6.87,1.53,0.24,0.74,0.25,0.15,0.0,Sin acceso a computadoras
2019,47541,Pedraza,47,Magdalena,3794,Magdalena (ETC),2168,95.3,95.3,76.22,93.86,72.41,47.21,106.78,116.22,115.52,107.14,77.13,,,2.72,1.86,4.1,1.55,0.85,89.77,98.14,86.37,90.27,95.76,7.51,0.0,9.53,8.18,3.39,5.75,12.09,6.48,4.37,0.85,Sin acceso a computadoras
2019,47460,Nueva Granada,47,Magdalena,3794,Magdalena (ETC),5446,93.19,93.17,49.35,85.2,58.44,26.02,113.17,132.61,127.49,107.45,76.08,,,7.63,5.33,4.75,12.34,9.55,90.88,94.67,93.63,85.47,90.45,1.49,0.0,1.62,2.19,0.0,1.46,3.61,1.69,0.79,0.0,Sin acceso a computadoras
2019,47318,Guamal,47,Magdalena,3794,Magdalena (ETC),6650,101.01,101.01,54.5,91.4,81.72,46.43,114.87,119.24,121.14,118.01,89.04,,,2.97,6.13,2.01,3.69,2.17,93.04,93.87,94.73,89.91,94.97,4.0,0.0,3.26,6.4,2.86,3.18,5.51,3.61,2.79,0.91,Sin acceso a computadoras
2019,47288,Fundación,47,Magdalena,3794,Magdalena (ETC),17490,101.61,101.07,55.14,92.15,74.75,41.5,120.34,112.39,132.13,120.56,93.88,,,2.35,4.7,2.19,1.79,3.11,94.99,93.88,94.9,95.26,95.36,2.65,1.42,2.91,2.95,1.53,2.17,2.16,1.88,2.95,0.9,Sin acceso a computadoras
2019,47268,El Retén,47,Magdalena,3794,Magdalena (ETC),5476,106.65,106.65,67.79,101.27,73.22,41.15,139.55,141.16,167.59,127.91,91.81,,,6.16,8.91,6.41,4.36,8.01,90.07,91.09,87.74,92.68,91.56,3.78,0.0,5.85,2.96,0.44,2.77,10.4,2.18,2.13,0.58,Sin acceso a computadoras
2019,47258,El Piñon,47,Magdalena,3794,Magdalena (ETC),5165,73.69,73.69,46.74,72.79,59.25,39.71,85.32,71.01,87.46,92.82,71.86,,,3.76,4.75,2.51,5.72,2.67,93.09,95.25,94.97,89.16,95.04,3.15,0.0,2.51,5.12,2.29,0.73,0.63,0.73,0.97,0.19,Sin acceso a computadoras
2019,47245,El Banco,47,Magdalena,3794,Magdalena (ETC),16934,100.58,100.53,54.78,97.49,70.95,40.94,126.04,113.96,131.33,129.77,110.6,,,1.85,1.8,1.34,2.12,3.34,95.63,97.31,96.24,94.52,95.05,2.52,0.9,2.42,3.36,1.62,1.39,1.28,1.68,1.25,0.59,Sin acceso a computadoras
2019,47205,Concordia,47,Magdalena,3794,Magdalena (ETC),2342,102.48,102.48,71.89,93.63,82.73,52.99,125.7,131.89,119.94,133.79,120.52,,,2.93,0.82,1.62,4.11,5.19,93.95,99.18,95.94,90.69,92.73,3.12,0.0,2.43,5.19,2.08,0.23,0.0,0.0,0.32,0.78,Sin acceso a computadoras
2019,47189,Ciénaga,47,Magdalena,3795,Ciénaga,28717,94.25,93.87,62.95,89.94,70.08,37.18,105.2,122.11,114.96,104.32,74.58,,,3.59,3.04,2.54,4.91,3.93,94.78,96.77,96.45,92.27,94.62,1.63,0.19,1.01,2.82,1.44,1.89,1.64,1.61,2.44,1.36,Sin acceso a computadoras
2019,47170,Chibolo,47,Magdalena,3794,Magdalena (ETC),5688,88.34,88.34,48.02,84.64,61.44,30.41,103.64,112.53,118.18,100.63,66.26,,,5.05,8.1,4.0,5.2,6.95,91.66,91.9,94.23,88.51,88.57,3.3,0.0,1.77,6.29,4.48,0.89,0.0,0.96,1.27,0.0,Sin acceso a computadoras
2019,47161,Cerro San Antonio,47,Magdalena,3794,Magdalena (ETC),2253,87.84,87.84,58.79,93.1,63.85,31.14,97.47,108.54,116.48,89.77,54.57,,,3.84,8.33,4.76,1.62,0.52,89.2,86.57,88.41,89.0,97.38,6.97,5.09,6.83,9.39,2.09,1.68,0.0,2.16,1.78,0.52,Sin acceso a computadoras
2019,47058,Ariguaní,47,Magdalena,3794,Magdalena (ETC),7722,97.1,96.98,61.79,86.2,70.75,30.9,118.38,133.9,128.97,117.93,83.05,,,1.38,1.7,1.29,1.45,1.24,96.53,98.3,95.92,96.52,97.52,2.09,0.0,2.79,2.04,1.24,0.39,0.24,0.77,0.04,0.0,Sin acceso a computadoras
2019,47053,Aracataca,47,Magdalena,3794,Magdalena (ETC),10506,81.7,81.5,42.55,76.02,57.54,31.13,97.05,86.81,108.93,97.78,70.43,,,2.88,3.01,1.68,4.21,3.85,90.9,96.28,92.8,87.17,90.25,6.23,0.72,5.51,8.62,5.9,2.46,0.43,2.88,2.68,1.36,Sin acceso a computadoras
2019,47030,Algarrobo,47,Magdalena,3794,Magdalena (ETC),4409,89.88,89.61,57.56,86.44,66.16,38.43,114.74,92.04,122.14,113.73,109.02,,,2.34,1.43,3.1,2.0,0.74,96.16,98.57,95.54,96.61,95.79,1.49,0.0,1.35,1.39,3.47,3.41,0.36,3.84,4.16,1.24,Sin acceso a computadoras
2019,47001,Santa Marta,47,Magdalena,4911,Santa Marta,109470,102.9,102.57,70.43,96.85,86.44,50.84,115.26,111.9,117.51,123.74,94.68,,,3.74,5.67,3.49,4.07,2.38,93.74,93.31,94.68,92.33,95.09,2.52,1.02,1.82,3.61,2.53,0.92,0.57,0.77,1.3,0.51,Sin acceso a computadoras
2019,44874,Villanueva,44,La Guajira,3792,La Guajira (ETC),6805,86.07,86.0,53.19,80.52,71.73,37.91,95.31,81.21,100.54,102.5,73.65,,,2.4,2.72,2.46,2.43,1.85,95.83,97.28,96.29,95.35,94.61,1.77,0.0,1.25,2.22,3.54,4.79,1.36,5.56,5.46,1.85,Sin acceso a computadoras
2019,44855,Urumita,44,La Guajira,3792,La Guajira (ETC),2495,81.16,81.0,68.72,70.29,64.83,39.15,89.42,83.41,90.44,99.88,68.58,,,1.3,0.0,1.86,0.8,1.63,98.7,100.0,98.14,99.2,98.37,0.0,0.0,0.0,0.0,0.0,3.25,0.0,1.63,5.19,4.88,Sin acceso a computadoras
2019,44847,Uribia,44,La Guajira,4460,Uribia,48872,83.73,83.73,69.53,93.6,30.46,6.8,94.12,114.72,142.83,61.43,24.54,,,2.31,3.27,2.12,2.61,1.16,90.28,95.46,89.61,88.54,97.13,7.41,1.27,8.27,8.85,1.71,6.29,3.48,8.24,2.49,1.04,Sin acceso a computadoras
2019,44650,San Juan del Cesar,44,La Guajira,3792,La Guajira (ETC),10849,96.65,96.56,71.72,92.42,74.75,42.16,106.78,110.92,117.6,104.43,81.65,,,2.52,5.19,2.56,2.23,1.18,97.1,94.81,97.44,97.77,95.45,0.38,0.0,0.0,0.0,3.36,3.62,0.83,3.89,4.83,1.09,Sin acceso a computadoras
2019,44560,Manaure,44,La Guajira,3792,La Guajira (ETC),27685,96.08,96.08,69.14,99.0,38.16,8.95,107.85,108.57,153.47,81.13,27.9,,,2.79,4.57,2.26,3.63,2.01,97.16,95.14,97.7,96.37,97.9,0.05,0.29,0.04,0.0,0.1,3.53,1.64,3.74,4.03,1.63,Sin acceso a computadoras
2019,44430,Maicao,44,La Guajira,3793,Maicao,47695,95.86,95.82,75.65,93.05,65.59,34.26,108.53,130.92,121.03,103.14,70.43,,,2.09,2.21,1.95,2.29,2.17,95.9,96.2,95.92,95.84,95.49,2.0,1.59,2.12,1.87,2.34,1.29,0.61,1.57,1.32,0.29,Sin acceso a computadoras
2019,44420,La Jagua del Pilar,44,La Guajira,3792,La Guajira (ETC),956,70.19,70.19,33.33,74.25,51.39,24.05,77.09,70.67,98.5,67.18,46.2,,,2.31,1.89,1.52,4.15,1.37,96.61,98.11,96.45,95.85,98.63,1.09,0.0,2.03,0.0,0.0,7.46,0.0,4.31,17.05,1.37,Sin acceso a computadoras
2019,44378,Hatonuevo,44,La Guajira,3792,La Guajira (ETC),5557,81.88,81.7,64.8,82.82,63.99,33.56,88.41,91.3,98.45,86.85,63.44,,,1.94,3.69,1.72,1.81,1.91,95.46,96.31,96.19,95.48,91.39,2.59,0.0,2.09,2.71,6.7,2.52,0.57,2.97,3.09,0.24,Sin acceso a computadoras
2019,44279,Fonseca,44,La Guajira,3792,La Guajira (ETC),10694,98.44,98.39,74.48,96.14,77.43,38.43,110.03,122.34,119.24,112.12,70.25,,,1.98,2.04,1.65,2.27,2.77,95.69,97.96,98.35,91.88,91.1,2.33,0.0,0.0,5.86,6.14,4.74,3.19,5.2,5.73,0.48,Sin acceso a computadoras
2019,44110,El Molino,44,La Guajira,3792,La Guajira (ETC),1597,86.1,85.72,54.14,84.51,64.07,20.77,95.49,84.96,106.64,107.22,48.08,,,3.06,2.9,4.18,2.34,0.97,96.86,97.1,95.82,97.66,98.06,0.08,0.0,0.0,0.0,0.97,4.38,4.35,2.28,7.03,1.94,Sin acceso a computadoras
2019,44098,Distracción,44,La Guajira,3792,La Guajira (ETC),3248,78.08,78.08,58.8,77.48,57.22,24.81,85.22,93.66,97.86,84.88,46.9,,,3.56,4.89,3.93,3.16,0.99,96.44,95.11,96.07,96.84,99.01,0.0,0.0,0.0,0.0,0.0,3.71,0.38,2.62,7.04,1.97,Sin acceso a computadoras
2019,44090,Dibulla,44,La Guajira,3792,La Guajira (ETC),11203,64.35,64.35,47.78,59.24,43.88,16.72,70.18,86.87,79.62,71.25,33.33,,,3.2,4.23,2.96,3.45,2.19,96.8,95.77,97.04,96.55,97.81,0.0,0.0,0.0,0.0,0.0,2.48,1.21,2.09,3.68,1.52,Sin acceso a computadoras
2019,52621,Roberto Payán,52,Nariño,3798,Nariño (ETC),3522,87.99,87.99,42.24,88.26,37.55,14.44,116.47,80.2,160.6,96.47,60.92,,,1.77,3.29,0.31,0.81,14.72,98.21,96.71,99.69,99.19,84.95,0.03,0.0,0.0,0.0,0.33,0.53,0.0,0.89,0.0,0.0,Sin acceso a computadoras
2019,44078,Barrancas,44,La Guajira,3792,La Guajira (ETC),9352,76.89,76.86,61.11,74.99,59.95,27.72,85.01,85.56,94.38,87.58,55.37,,,1.73,1.55,1.63,1.96,1.56,98.09,98.45,98.37,98.04,96.4,0.18,0.0,0.0,0.0,2.03,1.08,1.24,0.6,1.92,0.47,Sin acceso a computadoras
2019,44035,Albania,44,La Guajira,3792,La Guajira (ETC),8352,88.11,87.62,61.26,82.53,59.51,25.6,100.57,131.65,111.34,98.62,59.62,,,3.01,3.07,3.15,2.9,2.65,96.97,96.93,96.85,97.1,97.2,0.01,0.0,0.0,0.0,0.16,3.33,3.88,2.78,4.69,0.78,Sin acceso a computadoras
2019,44001,Riohacha,44,La Guajira,4449,Riohacha,50418,109.79,109.67,85.72,106.25,81.21,35.72,121.11,112.89,135.84,124.88,75.44,,,2.99,4.07,2.86,3.12,2.11,87.31,94.93,87.52,83.87,91.87,9.7,1.0,9.61,13.01,6.02,3.51,2.25,4.3,3.27,0.56,Sin acceso a computadoras
2019,41885,Yaguará,41,Huila,3790,Huila (ETC),1486,85.53,85.53,41.73,75.36,86.56,55.47,93.54,76.38,88.24,112.63,77.73,,,3.91,3.09,1.28,7.85,0.61,88.5,96.91,95.26,77.59,95.71,7.59,0.0,3.47,14.56,3.68,6.17,0.0,2.74,12.07,2.45,Sin acceso a computadoras
2019,41872,Villavieja,41,Huila,3790,Huila (ETC),1333,90.7,90.7,50.81,88.6,75.36,42.79,104.88,95.16,108.29,112.56,85.58,,,2.53,2.54,2.23,2.02,5.65,86.41,97.46,87.56,78.84,94.35,11.06,0.0,10.21,19.14,0.0,6.79,3.39,8.93,6.3,0.81,Sin acceso a computadoras
2019,41807,Timaná,41,Huila,3790,Huila (ETC),4808,86.23,86.23,63.66,80.62,76.38,48.53,97.38,90.72,93.32,111.07,83.13,,,4.93,3.68,3.37,7.17,5.12,84.48,96.32,90.69,73.21,85.97,10.59,0.0,5.94,19.62,8.91,1.16,0.0,1.48,1.1,0.89,Sin acceso a computadoras
2019,41801,Teruel,41,Huila,3790,Huila (ETC),1763,85.03,85.03,60.13,87.38,69.88,39.5,92.06,81.65,104.65,92.82,62.63,,,5.36,4.65,3.93,7.32,7.35,81.91,95.35,83.5,75.31,83.09,12.74,0.0,12.56,17.36,9.56,5.55,0.78,6.35,7.11,0.0,Sin acceso a computadoras
2019,41799,Tello,41,Huila,3790,Huila (ETC),2684,87.0,87.0,65.16,87.57,71.37,40.99,94.41,90.95,105.1,95.89,66.22,,,3.86,4.48,2.55,5.71,3.56,90.55,95.52,93.7,84.37,91.7,5.59,0.0,3.74,9.93,4.74,2.22,0.0,1.36,4.71,0.0,Sin acceso a computadoras
2019,41797,Tesalia,41,Huila,3790,Huila (ETC),2384,85.11,85.11,51.49,80.46,77.79,53.96,94.21,86.14,95.41,103.17,77.24,,,3.22,4.22,1.9,4.81,2.92,91.02,95.78,95.99,84.75,87.59,5.77,0.0,2.11,10.44,9.49,5.72,0.0,5.17,8.1,4.74,Sin acceso a computadoras
2019,41791,Tarqui,41,Huila,3790,Huila (ETC),4268,88.99,88.99,76.25,80.85,85.03,51.19,96.49,96.48,95.4,105.86,80.2,,,4.01,1.89,2.06,6.79,3.95,87.06,98.11,92.55,79.28,83.78,8.93,0.0,5.39,13.93,12.27,2.51,0.0,1.15,5.16,1.04,Sin acceso a computadoras
2019,41770,Suaza,41,Huila,3790,Huila (ETC),5302,90.48,90.46,64.3,88.92,75.38,43.61,99.6,90.61,106.92,105.96,71.57,,,4.73,3.55,3.17,7.78,3.89,91.49,96.45,93.48,86.14,94.16,3.79,0.0,3.34,6.09,1.95,1.26,0.71,1.86,0.81,0.0,Sin acceso a computadoras
2019,41676,Santa María,41,Huila,3790,Huila (ETC),2436,88.42,88.42,44.0,87.13,78.69,50.13,96.55,65.78,101.99,107.45,77.07,,,3.57,5.41,1.48,6.09,4.05,87.43,94.59,96.57,73.48,85.02,9.0,0.0,1.95,20.43,10.93,1.58,0.0,1.76,2.03,0.4,Sin acceso a computadoras
2019,41668,San Agustín,41,Huila,3790,Huila (ETC),6998,88.67,88.67,68.87,88.51,78.03,41.68,97.61,93.54,102.18,105.0,73.4,,,3.74,4.02,1.85,6.04,4.95,90.4,95.8,96.09,80.94,89.49,5.85,0.18,2.06,13.02,5.56,1.7,0.0,1.4,2.3,2.63,Sin acceso a computadoras
2019,41660,Saladoblanco,41,Huila,3790,Huila (ETC),2719,89.78,89.78,67.5,97.01,72.38,32.46,96.95,102.5,114.62,93.69,51.66,,,5.67,5.28,2.09,12.77,3.66,82.43,94.72,87.7,67.34,88.48,11.9,0.0,10.22,19.89,7.85,0.0,0.0,0.0,0.0,0.0,Sin acceso a computadoras
2019,41615,Rivera,41,Huila,3790,Huila (ETC),4841,97.42,97.29,66.5,96.32,83.65,51.22,106.3,109.5,113.32,109.15,82.07,,,3.24,3.77,1.91,4.57,3.48,84.05,96.23,90.52,75.26,80.74,12.71,0.0,7.57,20.17,15.78,3.29,0.31,3.47,4.57,0.61,Sin acceso a computadoras
2019,41551,Pitalito,41,Huila,4436,Pitalito,28317,103.29,103.26,76.46,101.13,88.07,44.5,117.47,111.73,119.95,128.81,91.8,,,4.95,4.63,2.99,7.79,4.17,83.39,95.23,89.03,72.89,84.93,11.66,0.13,7.97,19.32,10.9,5.13,0.36,3.59,8.36,4.67,Sin acceso a computadoras
2019,41548,Pital,41,Huila,3790,Huila (ETC),3415,88.7,88.7,61.02,85.22,79.56,49.23,96.13,91.05,98.45,105.29,73.17,,,2.73,2.26,1.53,4.43,2.81,90.27,97.74,93.57,83.07,92.81,7.0,0.0,4.89,12.5,4.38,0.1,0.0,0.15,0.1,0.0,Sin acceso a computadoras
2019,41530,Palestina,41,Huila,3790,Huila (ETC),2591,92.55,92.55,58.47,96.16,82.91,52.61,100.27,84.75,108.83,99.76,86.6,,,3.8,2.0,2.38,5.69,5.88,91.56,98.0,94.43,86.09,89.97,4.64,0.0,3.2,8.22,4.15,2.48,0.0,0.74,5.82,2.42,Sin acceso a computadoras
2019,41524,Palermo,41,Huila,3790,Huila (ETC),5513,107.6,107.42,82.25,100.69,98.56,51.67,118.43,119.62,118.42,132.65,89.2,,,4.91,5.01,2.68,7.65,5.15,81.43,94.99,87.78,69.7,83.05,13.66,0.0,9.54,22.66,11.8,5.55,0.0,4.04,9.43,3.22,Sin acceso a computadoras
2019,41518,Paicol,41,Huila,3790,Huila (ETC),1554,75.29,75.29,42.06,72.63,67.3,40.93,87.58,81.75,84.29,97.34,78.76,,,2.96,0.97,0.92,5.35,4.93,88.91,99.03,96.86,76.98,87.32,8.13,0.0,2.21,17.67,7.75,4.11,0.0,2.4,6.51,6.34,Sin acceso a computadoras
2019,41503,Oporapa,41,Huila,3790,Huila (ETC),3147,81.6,81.6,56.38,85.64,73.19,48.58,86.53,77.66,98.22,85.23,62.2,,,2.16,1.83,0.75,4.52,2.21,93.74,98.17,95.4,89.61,94.49,4.1,0.0,3.84,5.87,3.31,1.67,0.0,1.88,2.08,0.74,Sin acceso a computadoras
2019,41483,Nátaga,41,Huila,3790,Huila (ETC),1622,91.12,91.12,57.33,86.74,84.78,45.49,98.83,87.33,106.63,106.17,67.62,,,3.0,1.54,0.96,6.17,2.53,88.45,98.46,93.27,78.77,91.77,8.55,0.0,5.77,15.06,5.7,0.7,0.0,0.96,0.73,0.0,Sin acceso a computadoras
2019,41396,La Plata,41,Huila,3790,Huila (ETC),15064,89.95,89.92,61.21,87.36,80.15,44.27,99.86,90.87,105.01,108.15,73.95,,,3.72,3.56,1.98,6.26,3.52,88.69,96.17,91.4,82.66,89.89,7.59,0.27,6.62,11.08,6.58,2.13,0.0,1.94,3.09,1.53,Sin acceso a computadoras
2019,50711,Vistahermosa,50,Meta,3796,Meta (ETC),4038,97.25,97.23,73.72,98.19,80.85,29.62,107.06,108.01,122.42,109.86,63.64,,,4.33,5.2,3.24,6.12,2.51,95.15,94.8,95.74,93.81,97.49,0.53,0.0,1.01,0.07,0.0,0.3,0.0,0.15,0.66,0.0,Sin acceso a computadoras
2019,41378,La Argentina,41,Huila,3790,Huila (ETC),3191,88.19,88.15,59.11,88.61,75.8,33.66,97.15,86.99,105.73,104.05,65.96,,,5.63,4.44,2.04,11.12,4.63,78.14,95.56,84.86,63.48,84.72,16.23,0.0,13.1,25.39,10.65,3.06,0.0,3.17,3.84,1.85,Sin acceso a computadoras
2019,41359,Isnos,41,Huila,3790,Huila (ETC),5647,94.88,94.88,62.34,94.72,80.85,49.27,106.06,93.72,108.67,117.25,83.51,,,4.1,2.16,1.69,7.85,4.49,87.18,97.6,94.89,73.62,87.79,8.72,0.24,3.42,18.53,7.72,0.61,0.0,0.97,0.34,0.36,Sin acceso a computadoras
2019,41357,Iquira,41,Huila,3790,Huila (ETC),2227,97.04,97.04,57.36,99.58,83.43,38.98,106.2,89.85,120.06,113.81,62.43,,,4.72,1.69,2.19,9.0,6.22,83.43,98.31,85.29,76.26,86.01,11.85,0.0,12.52,14.73,7.77,5.74,0.0,6.04,7.64,2.07,Sin acceso a computadoras
2019,41349,Hobo,41,Huila,3790,Huila (ETC),1680,82.62,82.62,64.14,77.55,68.06,32.21,91.49,95.17,98.74,98.19,56.18,,,3.87,2.17,2.54,6.06,5.31,91.06,97.83,94.92,83.77,88.5,5.07,0.0,2.54,10.17,6.19,2.04,0.0,2.26,2.81,0.0,Sin acceso a computadoras
2019,41319,Guadalupe,41,Huila,3790,Huila (ETC),4331,92.22,92.2,56.63,88.61,84.43,48.44,99.56,78.45,103.52,112.39,73.94,,,3.54,2.57,2.19,5.08,5.0,86.86,97.43,93.27,78.3,80.56,9.6,0.0,4.54,16.62,14.44,0.95,0.0,1.48,0.7,0.0,Sin acceso a computadoras
2019,41306,Gigante,41,Huila,3790,Huila (ETC),5451,98.72,98.72,59.86,89.65,94.33,55.72,110.95,96.95,105.09,127.09,99.04,,,5.24,4.84,2.88,7.99,4.85,87.01,95.16,94.16,79.3,82.61,7.75,0.0,2.97,12.71,12.53,3.61,0.0,1.61,5.93,5.12,Sin acceso a computadoras
2019,41298,Garzón,41,Huila,3790,Huila (ETC),16639,93.43,93.41,72.02,90.04,83.47,48.79,104.23,103.69,104.33,114.97,82.69,,,4.34,3.64,2.9,6.58,3.45,87.43,96.36,92.58,78.01,90.27,8.23,0.0,4.51,15.42,6.29,2.72,0.0,1.85,5.07,0.79,Sin acceso a computadoras
2019,41244,Elías,41,Huila,3790,Huila (ETC),924,80.95,80.95,49.3,83.6,78.86,39.87,82.9,60.56,96.56,88.96,48.1,,,3.0,2.33,1.37,5.67,1.32,90.73,97.67,93.42,84.75,96.05,6.27,0.0,5.21,9.57,2.63,1.57,0.0,1.37,2.13,1.32,Sin acceso a computadoras
2019,41206,Colombia,41,Huila,3790,Huila (ETC),1561,86.16,86.16,67.39,93.42,61.69,37.14,93.91,97.1,111.96,88.8,53.47,,,4.23,3.73,2.54,8.27,2.68,86.5,96.27,89.05,79.47,81.25,9.27,0.0,8.41,12.27,16.07,2.77,0.75,2.67,4.0,1.79,Sin acceso a computadoras
2019,41132,Campoalegre,41,Huila,3790,Huila (ETC),6529,90.43,90.38,68.44,84.33,76.71,40.04,100.81,97.61,102.32,110.22,79.7,,,4.53,4.58,4.13,5.55,2.3,87.3,95.42,91.26,79.72,91.94,8.17,0.0,4.6,14.73,5.76,1.53,0.0,1.07,2.55,0.96,Sin acceso a computadoras
2019,41078,Baraya,41,Huila,3790,Huila (ETC),1794,68.28,68.28,55.74,75.44,54.82,23.28,76.76,79.51,87.72,82.7,41.79,,,5.74,5.15,4.33,8.2,3.28,80.49,94.85,89.17,67.83,77.05,13.77,0.0,6.5,23.98,19.67,9.03,0.0,2.33,19.67,6.56,Sin acceso a computadoras
2019,41026,Altamira,41,Huila,3790,Huila (ETC),864,77.55,77.55,54.69,73.43,70.2,45.95,82.18,92.19,87.43,85.76,58.11,,,3.66,5.08,2.29,5.41,2.33,85.21,94.92,80.39,88.8,84.88,11.13,0.0,17.32,5.79,12.79,1.69,0.0,2.94,1.16,0.0,Sin acceso a computadoras
2019,41020,Algeciras,41,Huila,3790,Huila (ETC),5331,88.78,88.78,67.89,93.66,72.83,36.62,97.36,94.85,111.67,97.45,64.79,,,5.69,4.95,4.39,7.74,5.52,83.59,95.05,88.34,74.98,81.39,10.71,0.0,7.26,17.27,13.09,6.0,0.55,4.92,9.15,4.7,Sin acceso a computadoras
2019,41016,Aipe,41,Huila,3790,Huila (ETC),3736,87.18,87.18,53.7,81.82,77.89,47.83,98.63,96.91,99.18,104.8,85.45,,,4.71,4.15,2.44,7.22,6.53,81.66,92.65,86.86,72.63,79.65,13.63,3.19,10.71,20.15,13.82,0.72,0.0,0.38,1.6,0.0,Sin acceso a computadoras
2019,41013,Agrado,41,Huila,3790,Huila (ETC),2089,88.89,88.89,57.47,86.25,73.28,46.82,99.43,90.8,107.33,101.01,80.64,,,1.09,1.27,1.19,0.99,0.87,91.31,98.73,92.87,85.86,94.32,7.6,0.0,5.94,13.16,4.8,1.46,1.27,2.05,0.82,0.87,Sin acceso a computadoras
2019,41006,Acevedo,41,Huila,3790,Huila (ETC),6545,112.1,112.1,76.63,117.54,96.46,45.64,123.01,105.8,138.13,126.22,85.89,,,3.67,4.11,2.55,5.4,3.54,88.98,95.89,92.05,82.04,90.32,7.35,0.0,5.41,12.56,6.15,0.37,0.17,0.39,0.46,0.0,Sin acceso a computadoras
2019,41001,Neiva,41,Huila,3791,Neiva,71410,95.88,95.63,73.91,93.6,80.4,46.97,108.93,98.03,114.13,115.24,88.78,,,5.09,4.25,3.9,7.44,2.94,83.96,94.76,87.62,75.69,88.0,10.95,0.99,8.48,16.87,9.06,2.56,0.8,2.3,3.63,1.38,Sin acceso a computadoras
2019,27810,Unión Panamericana,27,Chocó,3789,Chocó (ETC),1602,94.32,94.32,61.07,97.17,59.48,31.8,120.41,101.53,142.26,102.04,111.49,,,1.77,2.26,2.21,0.91,1.25,91.52,97.74,89.08,92.05,98.75,6.71,0.0,8.71,7.05,0.0,0.79,0.0,1.32,0.23,0.0,Sin acceso a computadoras
